,Shool id,First Name,Last Name,University,Department,Course,Quality,Difficulty,Comments
0,29716,Barrett,Hazeltine,Brown University,Engineering,EN90,5.0,2.0,He is a great guy  a real character with some real good experiences.
1,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN0930A,5.0,2.0,"PROFESSOR HAZELTINE IS THE BEST PROFESSOR AT BROWN BY FAR. I HAVE TAKEN 3 CLASSES WITH HIM AND HE TRULY IS INSPIRATIONAL. GENUINELY A GREAT PERSON, HE REALLY CARES ABOUT HIS STUDENTS AND HIS DOOR IS ALWAYS OPEN. HE HAS BEEN A MENTOR TO ME. HE ORIGINALLY RETIRED IN 1997, AND SINCE THEN HAS COME BACK TO TEACH AT BROWN 21 YRS IN A ROW. HE IS THE BEST."
2,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN0090,5.0,2.0,Living Legend
3,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN0090,4.0,1.0,"Somehow makes the time for each student in a giant lecture class of 500+ students. You get out of the class what you put into it. Unlike most Brown students, I would not say it's a ""must-take."" But if you have room for it, it's a fun extra class."
4,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN0090,5.0,1.0,Great professor !
5,29716,Barrett,Hazeltine,Brown University,Engineering,B,4.5,1.0,Epic professor.
6,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN9,3.5,3.0,"SO AMAZING. I loved this class. I learned a lot, and Prof Hazeltine is awesome. He cares about his students."
7,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN90,5.0,1.0,"The ""man"". nuff' said."
8,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN900,5.0,1.0,Best professor I've ever had at Brown. Incredibly smart and dedicated to teaching and helping every student in his classes.
9,29716,Barrett,Hazeltine,Brown University,Engineering,ENGN0090,4.0,1.0,"Easy and interesting. Go to class as often as possible, especially for the guest speakers."
10,29716,Barrett,Hazeltine,Brown University,Engineering,EN90,5.0,1.0,Awesome.
11,29716,Barrett,Hazeltine,Brown University,Engineering,EN09,5.0,1.0,Outstanding!
12,29716,Barrett,Hazeltine,Brown University,Engineering,EN90,4.5,2.0,"He is by far my most beloved professor, cross my heart. His ability to remember names/faces is uncanny. I love that he came to so many of the Brown Women's Basketball games. He has taught in Africa after being a professor for many, many years. He's my hero! I can't say enough. Oh, his classes are also great!"
13,29716,Barrett,Hazeltine,Brown University,Engineering,ENGIN9,5.0,1.0,SUCH A RAD TEACHER!
14,29716,Barrett,Hazeltine,Brown University,Engineering,ENGIN9,4.5,2.0,Amazing professor. Well connected and really knows what he's talking about.
15,29716,Barrett,Hazeltine,Brown University,Engineering,ENGIN9,5.0,1.0,awesome
16,29716,Barrett,Hazeltine,Brown University,Engineering,EN9,5.0,1.0,So happy I took the class.  Hazeltine is great.
18,29716,Barrett,Hazeltine,Brown University,Engineering,EN90,5.0,3.0,The best professor at brown
19,29716,Barrett,Hazeltine,Brown University,Engineering,EN990,5.0,1.0,"He is charming, a genius, helpful and always available."
21,39579,Matthew,Zimmt,Brown University,Science,CHEM0360,2.0,5.0,Very difficult. Does not test what is learned in class but will always make tears much harder than anything ever taught. Do not take this class unless you absolutely must for a pre-professional track or concentration requirement.
22,39579,Matthew,Zimmt,Brown University,Science,CHEM0350,5.0,3.0,Stan Zimmt. Period. I haven't had another instructor as devoted or passionate about the subject as he is. Super available outside of class and offers great advice to struggling students.
23,39579,Matthew,Zimmt,Brown University,Science,CHEM0330,5.0,5.0,"BRILLIANT guy, amazing professor. His class is a LOT harder than the other CHEM 330 classes but an inordinate amount of ppl showed up for his lectures anyway because he was such a fantastic professor. Tests were so difficult though"
24,39579,Matthew,Zimmt,Brown University,Science,CHEM0350,5.0,4.0,I was fortunate to have Professor Zimmt for 330 and 350. He is the absolute best! I didn't like chemistry one bit prior to this but he really finds a way to spread his passion for the subject by constantly adding humor to lectures and relating the applications of chemistry to other fields. He offered so many office hours and was very available.
25,39579,Matthew,Zimmt,Brown University,Science,CHEM0350,5.0,3.0,"I took two classes with Zimmt (as we call him): CHEM0330 (Gen Chem) last fall and CHEM0350 (Organic Chemistry 1) now in the Spring. As someone who hated chemistry, I can say I was very lucky to have him as my very first Chemistry professor here at Brown. Love his classes."
26,39579,Matthew,Zimmt,Brown University,Science,CHEM0360,5.0,4.0,"My, oh my! One of (if not the best) chem professors I've had in my undergraduate experience at Brown. Makes you work hard, but the class was really rewarding and his notes were phenomenal!"
27,39579,Matthew,Zimmt,Brown University,Science,CHEM0360,4.5,4.0,"Great, clear, thorough chemistry lecturer, but expects a lot, can sometimes move quickly"
28,39579,Matthew,Zimmt,Brown University,Science,CHEM0360,5.0,3.0,Jazziest chem teacher ever!
29,39579,Matthew,Zimmt,Brown University,Science,CHEM0350,4.5,4.0,"He's an amazing professor: extremely engaged and connected to his students. He willingly answers every question regardless of its stupidity. I have never regretted going to class even though it's a 9am. He makes everything from resonance to ""backside attacks"" Substitution reactions interesting."
30,39579,Matthew,Zimmt,Brown University,Science,CHEM0350,5.0,3.0,Great Prof. He's a cook and makes the subject even more enjoyable.
31,39579,Matthew,Zimmt,Brown University,Science,CHEM1450,5.0,4.0,Zimmt is great!
32,39579,Matthew,Zimmt,Brown University,Science,CH33,5.0,3.0,"Amazing Professor. One of the few professors that keeps you interested and attentive in class considering the class is at 9 o clock and its organic chemistry. 
 Simplifies things.. Definitely need to take tons of notes in this class"
33,39579,Matthew,Zimmt,Brown University,Science,CH35,3.0,4.0,"Zimmt is a clear lecturer but is not funny at all. Not only are his jokes the corniest things I've ever heard, but when he makes fun of people for asking questions then no one does anymore."
34,39579,Matthew,Zimmt,Brown University,Science,CH0035,5.0,1.0,ALWAYS take orgo with Zimmt. He makes the material half as difficult.
35,39579,Matthew,Zimmt,Brown University,Science,CH35,5.0,4.0,AMAZING!!! ONE OF THE BEST!!!!
36,39579,Matthew,Zimmt,Brown University,Science,CH35,5.0,4.0,Very nice guy.
37,39579,Matthew,Zimmt,Brown University,Science,CH35,5.0,4.0,"Definitely the best prof. I've ever had in my life. Amazing teacher, wonderful person. Obnoxiously sarcastic for people who can't deal with sarcasm - but great humor for people who can. Love this class, and don't want it to end."
38,39579,Matthew,Zimmt,Brown University,Science,CH35,5.0,5.0,"Zimmt is a great professor.  He is 1 of the 4 people in the world who is enthusiastic abt organic chemistry.  This makes lectures a little less painful.  He encourages questions in lecture which is nice.  Although he can come across as cocky, he truly cares about students' understanding.  &amp; he's hot"
39,39579,Matthew,Zimmt,Brown University,Science,CH35,3.5,4.0,"By far the most overrated professor I know about here at Brown.  Gets his jollies by making Orgo kids feel stupid - just ask him a question and see what answer you get.  May jump around a lot in lecture, but makes a big, confusing deal out of concepts that are pretty straightforward.  Go with SETO!!"
40,39579,Matthew,Zimmt,Brown University,Science,CH0035,3.5,5.0,"Great at explaining things and giving nice ways to remember them.  But he can definitely be a jerk and annoyingly ""funny"".  If you have to learn orgo, he at least makes it relatively easier.  Awful exams... likes people to flunk.  But this goes for all the orgo profs."
41,15394,William,Beeman,Brown University,Anthropology,ANTH4045,3.0,2.0,"I took anth of mideast, first day beeman suggested reading orientalism by edward said and we watched a documentary on said. Turns out, beeman is one of the biggest orientalist ever, this is easily observable throughout his course. Also, spent two weeks talking about Tezeyah and only two hours about conflicts Iraq and Palestine, pointless bs"
42,15394,William,Beeman,Brown University,Anthropology,AN0101,1.0,1.0,inexplicably mean and ill-tempered.
44,15394,William,Beeman,Brown University,Anthropology,AN0115,5.0,5.0,"Professor Beeman's course on the Middle East was one of the best I have ever taken. I learned so much! I was utterly ignorant of the region, and now I feel so much more knowledgable. I read the newspapers these days and suddenly this light goes off--I really understand these events in depth--even better than the reporters sometimes. Great professor"
46,15394,William,Beeman,Brown University,Anthropology,AN80,4.5,1.0,"Awesome professor! However, make sure you take detailed notes and ask questions before exams!"
47,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,5.0,"Best course ever on the Middle East. I went to Cairo after taking this course, and felt totally prepared for the experience."
48,15394,William,Beeman,Brown University,Anthropology,AN80,5.0,5.0,"This course on language and culture was one of the best I took at Brown. I learned so much, and it was sooo interesting. I looked forward to every class"
49,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,5.0,Great class on Middle East.
50,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,5.0,Unbelievably great Middle East course. Don't miss this. He is one of the world's great experts.
51,15394,William,Beeman,Brown University,Anthropology,AN118,5.0,5.0,"I am in Japan now, and I can't believe how much I learned in Professor Beeman's class. I feel at home in this very exotic land, and I knew absolutely zilch before I took the class. Don't miss this professor. He is great."
52,15394,William,Beeman,Brown University,Anthropology,AN80,5.0,4.0,A great professor! Don't miss the chance to take a class with him
53,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,4.0,"I am so looking forward to taking another class from Prof. Beeman, who has beeen on leave this year. I signed up for two classes with him next year. He is great!"
54,15394,William,Beeman,Brown University,Anthropology,LINGUISTIC,4.0,2.0,"Great class, interesting professor. I took this class a long time ago and still remember a lot from it. Good with examples. Lots of leeway with project topics and formats. I recently went back and looked at my projects and found them interesting, which is more than I can say for most assignments."
55,15394,William,Beeman,Brown University,Anthropology,TA128MU134,5.0,4.0,"This is a workshop in Music Theatre. Beeman is a professional opera singer in addition to everything else he does. He knows opera and musicals cold. He helped me so much to overcome nervousness on stage. When I started, I couldn't get up in front of people and audition. At the end I felt confident."
56,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,5.0,"I hoped to take a course from Professor Beeman this semester, but he is on leave. Thanks for AN115--it was a great intro to the Middle East. I know more than my parents because of this class."
57,15394,William,Beeman,Brown University,Anthropology,AN80,5.0,5.0,"This class helped me in every other class I took at Brown. It was so interesting. It covered human (and even animal) language in all ways, and had lots of fun projects. There was a lot of challenge, but Beeman made everything. I loved his informal lectures--deceptively full of content."
58,15394,William,Beeman,Brown University,Anthropology,AN80,5.0,5.0,"Professor Beeman gave me my career. I am now in graduate school, and he prepared me for everything I am doing now. I owe him my success (and my current advisor told me he wrote a fantastic recommendation for me). He is a master teacher. You will be lucky to take a class from him."
59,15394,William,Beeman,Brown University,Anthropology,AN115,5.0,5.0,"Professor Beeman is internationally recognized for his expertise on Middle Eastern Affairs, so it was amazing to be in his class. I learned an incredible amount. He was on NPR and TV while we had our class, and my parents were impressed."
60,15394,William,Beeman,Brown University,Anthropology,AN118,5.0,4.0,Great class on Japan. Great movies. I learned a lot.
62,40308,John,Tomasi,Brown University,Political Science,POLS1150,5.0,4.0,A fantastic lecturer who really cares about what he teaches.
63,40308,John,Tomasi,Brown University,Political Science,POLS1150,1.0,3.0,"Great class material and subject matter, but Tomasi is very flaky and hard to get a hold of outside of class. Doesn't answer emails. This class was team-taught by postdocs, most of whom were great."
64,40308,John,Tomasi,Brown University,Political Science,POLS0110,3.0,4.0,"As I've said, a stunning lecturer. His time, however, is limited, it seems more limited than the other Professors at Brown. I think he's stretched too thinly, which limits the returns students could get from his class."
65,40308,John,Tomasi,Brown University,Political Science,POLS0110,3.0,4.0,An extravangantly charismatic lecturer.
66,40308,John,Tomasi,Brown University,Political Science,POLS0110,4.0,2.0,"Tomasi's class was the****.  Lectures were brilliant - seriously, you won't want to miss any - and seeing his mind work is just fascinating.  He definitely is not at all afraid to shoot down someone's comment if it doesn't make sense.  My only gripe is that as an advisor he's really flaky and not too helpful.  Still, best class I've had so far."
67,40308,John,Tomasi,Brown University,Political Science,POLS0110,4.5,3.0,"Tomasi is witty, engaging, and brilliant. At first I was very intimidated by him, but his class turned out to be my favorite one. My only minor complaint is that he allowed the same few people to always dominate class discussions."
68,40308,John,Tomasi,Brown University,Political Science,PS11,4.5,3.0,"Great lectures.  You have to rely on the T.A.'s more cus the class is HUGE, but he's a great professor (although kinda hard to get a hold of)..."
69,40308,John,Tomasi,Brown University,Political Science,PS50,5.0,3.0,"I absolutely love this man.   He's engaging, funny, brilliant... amazing!"
70,40308,John,Tomasi,Brown University,Political Science,PS11,2.0,1.0,"He is a fine lecturer (although he just repeats the material, adding nothing new) but he is COMPLETELY unhelpful. He is NEVER available at his office hours, doesn't respond to email and is very flaky."
71,40308,John,Tomasi,Brown University,Political Science,PS11,5.0,3.0,He is fun to watch. A great mind.
72,40308,John,Tomasi,Brown University,Political Science,PS11,5.0,2.0,Awesome
73,40308,John,Tomasi,Brown University,Political Science,PS11,5.0,3.0,Great Lecturer.
74,40308,John,Tomasi,Brown University,Political Science,PS11,5.0,3.0,Tomasi is awesome.
75,40308,John,Tomasi,Brown University,Political Science,PS11,4.0,4.0,"brilliant lecturer, but very down to earth (even shy) in person.    PS11 is the best class at Brown."
76,40308,John,Tomasi,Brown University,Political Science,PS11,3.5,2.0,"Pretentious.  A good prof, but cut the acting.  Also, good luck finding him outside of lecture."
77,40308,John,Tomasi,Brown University,Political Science,PS0011,4.0,4.0,"Tomasi was a good teacher, but I think he would have been better in a smaller class setting as opposed to a HUGE lecture hall."
78,40308,John,Tomasi,Brown University,Political Science,PS0011,4.0,2.0,He is the reason i am a poli sci major
79,40308,John,Tomasi,Brown University,Political Science,PS11,4.5,4.0,very engaging and enthusiastic professor; challenging and thought-provoking material
80,40308,John,Tomasi,Brown University,Political Science,PS011,3.5,3.0,Good Professor
81,40308,John,Tomasi,Brown University,Political Science,PS11,4.0,4.0,overall good guy
82,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,1.0,5.0,"Probably one of the most traumatizing experiences for Brown students is this Principles of Economics class, alot fail, don't take in fall. It's all built on her tricking you into believing you don't know the course material, you could understand it perfectly and fail all midterms and exams. Also, the Professor really is sneaky she trynna play you."
83,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,3.0,4.0,3 midterms are literally 3 weeks apart and the grading is very hard because of the MC break down. Miss one MC and you are already down to an A-. The wordings on the test is not clear sometimes and thus would throw you off.
84,29702,Rachel,Friedberg,Brown University,Economics,EC0011,2.0,4.0,Sometimes tested us on supplemental information we didn't learn in class. Used confusing wording on tests to throw off the curve. Awful professor.
85,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,4.0,3.0,"Its a good class and if you study you will def get a good grade. Professor Friedberg tends to digress in the lecture, and doesn't cover all the material but almost always refers back to the book. The homework and the tests are way harder than the questions and material in the book. However, you learn a lot and I would take it again."
86,29702,Rachel,Friedberg,Brown University,Economics,ECON,5.0,4.0,Great professor ! Loved her class and would totally recommend it to other people.; I would just say that it's time consuming if you're not interested in the topic. I personally enjoyed it and had fun all throughout.
87,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,3.0,5.0,"The professor's lectures are interesting but often drift off into discussion about her liberal political ideology. The tests focus more on tricking you rather than your understanding of the concepts. The exams are difficult but you will leave with a strong grasp of economic concepts. Overall, she is an average professor. Be ready to be challenged."
88,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,3.0,3.0,"Econ0110 is a great background regardless of your concentration, and Friedberg does a great job of keeping lectures fun and engaging. She is not easily accessible, but then again it is a 500 person class and TAs are available. My one complaint was that the tests are tricky and the problem sets don't help out. You really just have to use old tests."
89,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,3.0,2.0,"AWESOME CLASS. Really changes the way you think about the world. If you don't want to go to class you don't have to, because the lectures stick to the book pretty closely (and its at 9am) but Friedberg makes them pretty personal and engaging (although i dozed off once or twice) Highly recomended."
90,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,4.5,3.0,Good Professor- clear and interesting. Made 500 person lectures seem somewhat personal.
91,29702,Rachel,Friedberg,Brown University,Economics,ECON0110,1.0,5.0,"I can't believe anyone would consider this a decent teacher. PLEASE STAY AWAY!!!  she is awful however if your liberal you'll at least hear something that you can relate to but I wish she, and everyone else like her, would keep their stupid liberal opions to themsleves and just teach, not trick kids."
92,29702,Rachel,Friedberg,Brown University,Economics,EC11,4.5,1.0,Very good instructor. Lectures clear.
93,29702,Rachel,Friedberg,Brown University,Economics,EC11,1.5,1.0,This woman does not teach economics. Instead she uses each class to propagandize ultra-liberal nonsense to a largely receptive audience. I would suggest that she go get some life experience before returning to teach.
94,29702,Rachel,Friedberg,Brown University,Economics,ECONECON,1.0,5.0,"She is a terrible teacher, she doesn't go over any of the material on the test and words the questions in a way where you cannot understand what she is saying.  The TAs for the class are just as useless as she is."
95,29702,Rachel,Friedberg,Brown University,Economics,ECON11,2.5,3.0,"not bad, pretty clear, tests similar to whats been talked about in class. overral not a very hard class if u got to lecture and read the book"
